id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
DPP4	4	1	1	1	20196	0	1.8066	4.1869e-18	2.4512e-07	0.000215	1	4	1.8066
HES1	4	1	1	1	20195	0	0.55864	1.0941e-13	2.4512e-07	0.000215	2	4	0.55864
HNF1A	4	1	1	1	20194	0	0.68655	2.4615e-13	2.4512e-07	0.000215	3	4	0.68655
VMP1	4	1	1	1	20193	0	0.63531	4.829e-13	2.4512e-07	0.000215	4	4	0.63531
AP2M1	4	1	1	1	20192	0	0.48287	1.7902e-12	2.4512e-07	0.000215	5	4	0.48287
TMEM41B	4	1	1	1	20185	0	0.75265	9.9954e-12	2.4512e-07	0.000215	6	4	0.75265
FAU	4	1	1	1	20191	0	0.39885	3.1635e-11	2.4512e-07	0.000215	7	4	0.39885
NUS1	4	1	1	1	20190	0	0.58033	7.0874e-11	2.4512e-07	0.000215	8	4	0.58033
RPS16	4	1	1	1	20189	0	0.296	9.0276e-11	2.4512e-07	0.000215	9	4	0.296
MAPK1	4	1	1	1	20188	0	0.51928	9.8088e-11	2.4512e-07	0.000215	10	4	0.51928
PTBP1	4	0.28568	0.4249	1	8301	1	0.49504	4.1976e-10	2.4512e-07	0.000215	11	3	0.49504
PLAC8	4	0.97576	0.97584	1	19468	0	0.36647	1.6407e-09	2.4512e-07	0.000215	12	3	0.36647
CARM1	4	1	1	1	20187	0	0.27528	3.0393e-09	2.4512e-07	0.000215	13	4	0.27528
MYC	4	1	1	1	20186	0	0.42801	4.0044e-09	2.4512e-07	0.000215	14	4	0.42801
EEF2	4	0.97328	0.97332	1	19421	0	0.50426	8.4982e-09	2.4512e-07	0.000215	15	3	0.50426
AP2S1	4	1	1	1	20182	0	0.40204	8.7569e-09	2.4512e-07	0.000215	16	4	0.40204
RACK1	4	0.99917	0.99917	1	20083	0	0.42922	1.0129e-08	2.4512e-07	0.000215	17	4	0.42922
EIF3C	8	1	1	1	20172	0	0.19175	4.0666e-08	2.4512e-07	0.000215	18	8	0.19175
SMARCA4	4	0.60463	0.65925	1	12932	1	0.32119	4.1983e-08	2.4512e-07	0.000215	19	3	0.32119
ANAPC1	4	1	1	1	20184	0	0.27726	4.3668e-08	2.4512e-07	0.000215	20	4	0.27726
SF1	4	0.59414	0.65328	1	12801	1	0.48233	5.5915e-08	2.4512e-07	0.000215	21	3	0.48233
EIF3B	4	1	1	1	20183	0	0.35833	9.559e-08	2.4512e-07	0.000215	22	4	0.35833
VPS52	4	1	1	1	20181	0	0.26492	1.0689e-07	2.4512e-07	0.000215	23	4	0.26492
ARID1A	4	1	1	1	20167	0	0.26873	1.2285e-07	7.3537e-07	0.000594	24	4	0.26873
ASH2L	4	0.97491	0.97497	1	19453	0	0.2919	1.9006e-07	7.3537e-07	0.000594	25	3	0.2919
ABCE1	4	1	1	1	20180	0	0.31522	2.5841e-07	1.2256e-06	0.000917	26	4	0.31522
U2AF1	4	1	1	1	20179	0	0.35107	3.3791e-07	1.2256e-06	0.000917	27	4	0.35107
ATP2B1	4	1	1	1	20176	0	0.34659	3.9981e-07	1.7159e-06	0.001195	28	4	0.34659
EIF3I	4	0.97088	0.97084	1	19357	0	0.36007	4.483e-07	1.7159e-06	0.001195	29	3	0.36007
RPS3A	3	1	1	1	20178	0	0.38733	5.5407e-07	2.2061e-06	0.001485	30	3	0.38733
ZNF207	4	1	1	1	20177	0	0.30407	7.2851e-07	3.1866e-06	0.002076	31	4	0.30407
HUWE1	4	1	1	1	20175	0	0.32622	1.041e-06	4.1671e-06	0.002405	32	4	0.32622
GART	4	1	1	1	20174	0	0.23429	1.0769e-06	4.1671e-06	0.002405	33	4	0.23429
ATP5F1D	4	0.87807	0.87795	1	17354	0	0.26823	1.1634e-06	4.1671e-06	0.002405	34	3	0.26823
EIF4E	4	1	1	1	20173	0	0.24449	1.1677e-06	4.1671e-06	0.002405	35	4	0.24449
NAPA	4	1	1	1	20171	0	0.25261	1.2449e-06	4.6573e-06	0.002542	36	4	0.25261
TRAPPC11	4	1	1	1	20170	0	0.17677	1.2662e-06	4.6573e-06	0.002542	37	4	0.17677
SMARCC1	4	0.99999	0.99999	1	20156	0	0.30915	1.6453e-06	5.6378e-06	0.002996	38	4	0.30915
C19orf38	4	0.50986	0.60949	1	11859	1	0.23682	1.7411e-06	6.1281e-06	0.003173	39	3	0.23682
TRAPPC8	4	1	1	1	20169	0	0.26273	1.8811e-06	6.6183e-06	0.00326	40	4	0.26273
CDC37	4	0.99993	0.99992	1	20143	0	0.40494	1.8869e-06	6.6183e-06	0.00326	41	4	0.40494
RPS14	3	1	1	1	20168	0	0.43399	1.9733e-06	7.1086e-06	0.003418	42	3	0.43399
RPS4X	4	1	1	1	20166	0	0.27604	2.5125e-06	9.0695e-06	0.004163	43	4	0.27604
TNPO3	4	1	1	1	20165	0	0.30721	2.5717e-06	9.0695e-06	0.004163	44	4	0.30721
RPS28	4	1	1	1	20164	0	0.23537	2.8121e-06	1.1521e-05	0.005171	45	4	0.23537
MED12	4	0.7613	0.76576	1	15076	1	0.38611	2.986e-06	1.2256e-05	0.005381	46	3	0.38611
IMPDH2	4	1	1	1	20163	0	0.27356	3.1147e-06	1.2991e-05	0.005582	47	4	0.27356
XPO1	3	1	1	1	20162	0	0.37028	4.4692e-06	1.4952e-05	0.006291	48	3	0.37028
PDCD7	4	1	0.99999	1	20161	0	0.31291	4.5295e-06	1.8384e-05	0.007577	49	4	0.31291
EIF3E	4	1	0.99999	1	20160	0	0.20393	4.8471e-06	1.9855e-05	0.00802	50	4	0.20393
SGF29	4	0.99999	0.99999	1	20159	0	0.20089	5.8048e-06	2.2796e-05	0.009027	51	4	0.20089
RPS18	4	0.99985	0.99985	1	20131	0	0.2767	5.9442e-06	2.4267e-05	0.009425	52	4	0.2767
GET3	4	0.9813	0.98125	1	19579	0	0.26851	6.313e-06	2.4757e-05	0.009434	53	3	0.26851
POLR1A	4	0.99757	0.99756	1	20021	0	0.33154	6.675e-06	2.7209e-05	0.010176	54	4	0.33154
KRAS	4	0.99742	0.9974	1	20013	0	0.34392	6.8721e-06	2.8679e-05	0.010531	55	4	0.34392
SLC2A1	4	0.99999	0.99999	1	20158	0	0.19894	8.2878e-06	3.4072e-05	0.012246	56	4	0.19894
HNRNPC	4	0.88296	0.88285	1	17461	0	0.27971	8.59e-06	3.4562e-05	0.012246	57	3	0.27971
CCDC84	4	0.99737	0.99736	1	20010	0	0.27717	8.9355e-06	3.5543e-05	0.012334	58	4	0.27717
INTS12	4	0.99999	0.99999	1	20157	0	0.18312	9.1157e-06	3.6033e-05	0.012334	59	4	0.18312
RPS6	4	0.99996	0.99995	1	20148	0	0.36552	9.7072e-06	3.7504e-05	0.012624	60	4	0.36552
ALG5	4	0.99999	0.99999	1	20155	0	0.2468	1.05e-05	4.0445e-05	0.013391	61	4	0.2468
